,order_detail_id,ORDER_COUNTRY,ORDER_ID,COUNTRY_NAME,BRANCH_ID,BRANCH_NAME,BRANCH_ACTIVE,ITEM_ID,ITEM_NAME,ITEM_PRICE,ITEM_UOM,QUANTITY,DISCOUNT_ID,DISCOUNT_NAME,DISCOUNT_PERCENTAGE,INSERTION_TIME,order_time
619,620,1,276,USA,3,branch3,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
620,621,1,276,USA,3,branch3,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
621,622,1,277,USA,1,branch1,1,4,item1,13.0,g,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
622,623,1,277,USA,1,branch1,1,2,item2,20.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
623,624,1,278,USA,3,branch3,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
624,625,1,278,USA,3,branch3,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
625,626,3,279,UK,1,branch1,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
626,627,1,280,USA,2,branch2,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
627,628,2,281,PAK,2,branch2,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
628,629,3,282,UK,2,branch2,1,2,item2,20.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
629,630,3,282,UK,2,branch2,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
630,631,2,283,PAK,2,branch2,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
631,632,2,283,PAK,2,branch2,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
632,633,3,284,UK,2,branch2,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
633,634,3,284,UK,2,branch2,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
634,635,3,285,UK,1,branch1,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
635,636,3,285,UK,1,branch1,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
636,637,3,285,UK,1,branch1,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
637,638,3,286,UK,2,branch2,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
638,639,1,287,USA,3,branch3,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
639,640,1,287,USA,3,branch3,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
640,641,1,288,USA,2,branch2,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
641,642,1,288,USA,2,branch2,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
642,643,3,289,UK,4,branch4,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
643,644,3,289,UK,4,branch4,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
644,645,2,290,PAK,3,branch3,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
645,646,1,291,USA,3,branch3,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
646,647,1,291,USA,3,branch3,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
647,648,1,291,USA,3,branch3,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
648,649,3,292,UK,2,branch2,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
649,650,3,292,UK,2,branch2,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
650,651,3,292,UK,2,branch2,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
651,652,2,293,PAK,2,branch2,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
652,653,3,294,UK,3,branch3,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
653,654,3,295,UK,2,branch2,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
654,655,1,296,USA,4,branch4,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
655,656,1,296,USA,4,branch4,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
656,657,3,297,UK,4,branch4,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
657,658,3,297,UK,4,branch4,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
658,659,2,298,PAK,1,branch1,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
659,660,2,298,PAK,1,branch1,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
660,661,2,298,PAK,1,branch1,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
661,662,2,298,PAK,1,branch1,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
662,663,1,299,USA,4,branch4,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
663,664,1,299,USA,4,branch4,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
664,665,3,300,UK,3,branch3,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
665,666,3,300,UK,3,branch3,1,1,item1,10.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
666,667,3,301,UK,1,branch1,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
667,668,3,301,UK,1,branch1,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
668,669,2,302,PAK,2,branch2,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
669,670,2,302,PAK,2,branch2,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
670,671,2,302,PAK,2,branch2,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
671,672,3,303,UK,2,branch2,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
672,673,3,303,UK,2,branch2,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
673,674,3,303,UK,2,branch2,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
674,675,1,304,USA,3,branch3,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
675,676,1,304,USA,3,branch3,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
676,677,2,305,PAK,1,branch1,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
677,678,1,306,USA,1,branch1,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
678,679,1,306,USA,1,branch1,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
679,680,3,307,UK,4,branch4,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
680,681,3,308,UK,4,branch4,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
681,682,3,308,UK,4,branch4,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
682,683,3,308,UK,4,branch4,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
683,684,2,309,PAK,4,branch4,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
684,685,2,309,PAK,4,branch4,1,2,item2,20.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
685,686,2,309,PAK,4,branch4,1,1,item1,10.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
686,687,3,310,UK,4,branch4,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
687,688,2,311,PAK,3,branch3,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
688,689,2,311,PAK,3,branch3,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
689,690,1,312,USA,4,branch4,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
690,691,2,313,PAK,3,branch3,1,1,item1,10.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
691,692,2,313,PAK,3,branch3,1,2,item2,20.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
692,693,3,314,UK,1,branch1,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
693,694,3,314,UK,1,branch1,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
694,695,1,315,USA,4,branch4,1,2,item2,20.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
695,696,1,315,USA,4,branch4,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
696,697,1,316,USA,3,branch3,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
697,698,1,316,USA,3,branch3,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
698,699,3,317,UK,2,branch2,1,2,item2,20.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
699,700,3,317,UK,2,branch2,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
700,701,2,318,PAK,4,branch4,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
701,702,2,318,PAK,4,branch4,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
702,703,2,318,PAK,4,branch4,1,2,item2,20.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
703,704,1,319,USA,3,branch3,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
704,705,1,319,USA,3,branch3,1,2,item2,20.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
705,706,2,320,PAK,4,branch4,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
706,707,2,320,PAK,4,branch4,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
707,708,3,321,UK,4,branch4,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
708,709,3,321,UK,4,branch4,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
709,710,3,321,UK,4,branch4,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
710,711,1,322,USA,2,branch2,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
711,712,1,322,USA,2,branch2,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
712,713,2,323,PAK,3,branch3,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
713,714,2,323,PAK,3,branch3,1,1,item1,10.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
714,715,2,323,PAK,3,branch3,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
715,716,2,323,PAK,3,branch3,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
716,717,2,324,PAK,3,branch3,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
717,718,3,325,UK,3,branch3,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
718,719,3,325,UK,3,branch3,1,1,item1,10.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
719,720,3,325,UK,3,branch3,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
720,721,2,326,PAK,2,branch2,1,3,item3,14.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
721,722,2,326,PAK,2,branch2,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
722,723,2,326,PAK,2,branch2,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
723,724,2,326,PAK,2,branch2,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
724,725,1,327,USA,1,branch1,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
725,726,1,327,USA,1,branch1,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
726,727,1,327,USA,1,branch1,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
727,728,2,328,PAK,3,branch3,1,1,item1,10.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
728,729,2,329,PAK,1,branch1,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
729,730,2,330,PAK,3,branch3,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
730,731,2,330,PAK,3,branch3,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
731,732,2,330,PAK,3,branch3,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
732,733,2,331,PAK,2,branch2,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
733,734,2,331,PAK,2,branch2,1,2,item2,20.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
734,735,2,331,PAK,2,branch2,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
735,736,3,332,UK,2,branch2,1,4,item1,13.0,g,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
736,737,2,333,PAK,2,branch2,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
737,738,2,333,PAK,2,branch2,1,1,item1,10.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
738,739,2,334,PAK,3,branch3,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
739,740,2,334,PAK,3,branch3,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
740,741,2,335,PAK,3,branch3,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
741,742,2,335,PAK,3,branch3,1,1,item1,10.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
742,743,2,335,PAK,3,branch3,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
743,744,1,336,USA,3,branch3,1,1,item1,10.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
744,745,3,337,UK,2,branch2,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
745,746,3,337,UK,2,branch2,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
746,747,1,338,USA,3,branch3,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
747,748,1,338,USA,3,branch3,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
748,749,2,339,PAK,4,branch4,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
749,750,2,339,PAK,4,branch4,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
750,751,1,340,USA,1,branch1,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
751,752,1,341,USA,4,branch4,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
752,753,1,341,USA,4,branch4,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
753,754,1,341,USA,4,branch4,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
754,755,3,342,UK,3,branch3,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
755,756,3,342,UK,3,branch3,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
756,757,3,343,UK,3,branch3,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
757,758,3,343,UK,3,branch3,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
758,759,3,343,UK,3,branch3,1,4,item1,13.0,g,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
759,760,2,344,PAK,4,branch4,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
760,761,2,344,PAK,4,branch4,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
761,762,2,344,PAK,4,branch4,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
762,763,1,345,USA,3,branch3,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
763,764,1,345,USA,3,branch3,1,2,item2,20.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
764,765,2,346,PAK,3,branch3,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
765,766,2,346,PAK,3,branch3,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
766,767,2,347,PAK,2,branch2,1,3,item3,14.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
767,768,2,347,PAK,2,branch2,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
768,769,2,347,PAK,2,branch2,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
769,770,2,347,PAK,2,branch2,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
770,771,2,348,PAK,4,branch4,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
771,772,2,348,PAK,4,branch4,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
772,773,2,348,PAK,4,branch4,1,2,item2,20.0,kg,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
773,774,1,349,USA,3,branch3,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
774,775,1,349,USA,3,branch3,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
775,776,1,349,USA,3,branch3,1,2,item2,20.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
776,777,1,350,USA,4,branch4,1,4,item1,13.0,g,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
777,778,1,350,USA,4,branch4,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
778,779,1,351,USA,4,branch4,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
779,780,1,351,USA,4,branch4,1,1,item1,10.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
780,781,1,352,USA,2,branch2,1,1,item1,10.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
781,782,1,353,USA,2,branch2,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
782,783,2,354,PAK,2,branch2,1,4,item1,13.0,g,2,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
783,784,3,355,UK,3,branch3,1,4,item1,13.0,g,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
784,785,3,355,UK,3,branch3,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
785,786,3,356,UK,1,branch1,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
786,787,3,357,UK,3,branch3,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
787,788,3,357,UK,3,branch3,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
788,789,3,357,UK,3,branch3,1,3,item3,14.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
789,790,3,357,UK,3,branch3,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
790,791,1,358,USA,4,branch4,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
791,792,1,358,USA,4,branch4,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
792,793,1,359,USA,2,branch2,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
793,794,3,360,UK,4,branch4,1,1,item1,10.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
794,795,3,360,UK,4,branch4,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
795,796,3,360,UK,4,branch4,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
796,797,2,361,PAK,1,branch1,1,3,item3,14.0,kg,1,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
797,798,2,362,PAK,2,branch2,1,2,item2,20.0,kg,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
798,799,2,363,PAK,3,branch3,1,1,item1,10.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
799,800,2,363,PAK,3,branch3,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
800,801,3,364,UK,1,branch1,1,3,item3,14.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
801,802,1,365,USA,2,branch2,1,3,item3,14.0,kg,1,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
802,803,1,365,USA,2,branch2,1,2,item2,20.0,kg,2,1,disc1,10.0,2023-05-18 17:37:01,2023-05-18 17:37:01
803,804,1,366,USA,1,branch1,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
804,805,1,366,USA,1,branch1,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
805,806,1,366,USA,1,branch1,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
806,807,1,366,USA,1,branch1,1,2,item2,20.0,kg,3,2,dis2,20.0,2023-05-18 17:37:01,2023-05-18 17:37:01
807,808,2,367,PAK,1,branch1,1,4,item1,13.0,g,1,2,dis2,20.0,2023-05-18 17:37:02,2023-05-18 17:37:01
808,809,2,367,PAK,1,branch1,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:01
809,810,1,368,USA,1,branch1,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:02
810,811,1,368,USA,1,branch1,1,1,item1,10.0,kg,4,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:02
811,812,1,368,USA,1,branch1,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:02,2023-05-18 17:37:02
812,813,1,368,USA,1,branch1,1,4,item1,13.0,g,4,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:02
813,814,2,369,PAK,3,branch3,1,3,item3,14.0,kg,3,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:02
814,815,2,369,PAK,3,branch3,1,4,item1,13.0,g,1,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:02
815,816,1,370,USA,4,branch4,1,4,item1,13.0,g,4,2,dis2,20.0,2023-05-18 17:37:02,2023-05-18 17:37:02
816,817,1,370,USA,4,branch4,1,2,item2,20.0,kg,3,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:02
817,818,3,371,UK,4,branch4,1,2,item2,20.0,kg,2,1,disc1,10.0,2023-05-18 17:37:02,2023-05-18 17:37:02
818,819,3,371,UK,4,branch4,1,3,item3,14.0,kg,4,2,dis2,20.0,2023-05-18 17:37:02,2023-05-18 17:37:02
